"HD in %","Network Resistance in Ohm","Network Reactance in Ohm","Network Impedance, Magnitude in Ohm","Network Impedance, Angle in deg","Current, Magnitude/Terminal i in A"
100.016685,16.957424,29.725513,34.222220,60.296669,336.074098
0.398791,14.636871,52.382744,54.389244,74.388487,2.411116
0.204456,30.237665,76.522726,82.280277,68.438734,0.828289
0.255831,98.544710,-59.268028,114.994604,-31.024084,0.901342
0.762532,70.281921,176.475992,189.956111,68.284980,1.633355
0.124796,145.863764,178.751756,230.712869,50.785106,0.291961
0.395719,175.596690,99.314679,201.736469,29.491806,1.253288
0.135602,133.061838,40.631801,139.127266,16.980590,0.514543
0.118086,85.184114,-1.002142,85.190009,-0.674021,0.278289
0.159202,246.581328,234.921631,340.573815,43.612842,0.321857
0.330748,383.953506,145.680041,410.661624,20.777799,0.593866
0.087354,98.066988,-159.975243,187.641180,-58.491140,0.185541
0.326253,356.608056,63.083155,362.144708,10.031712,0.625449
0.152122,263.490176,-34.001063,265.674886,-7.352878,0.428884
0.159824,111.683339,140.576503,179.540862,51.534031,0.483124
0.154497,159.132630,27.068366,161.418371,9.653581,0.557419
0.508431,58.461569,80.167851,99.220156,53.898989,1.358803
0.125336,132.444851,34.606346,136.891336,14.643357,0.305482
0.496100,159.369136,60.911060,170.612657,20.916911,0.896013
0.151797,187.162627,-65.877127,198.417854,-19.390947,0.292178
0.108264,58.817870,-75.356473,95.593618,-52.026950,0.155876
0.124195,216.313370,-1.719209,216.320202,-0.455364,0.157768
0.442236,113.738119,-14.256957,114.628184,-7.144703,0.434517
0.115596,122.695614,51.692153,133.140123,22.845887,0.103875
0.386402,149.682252,86.549504,172.903422,30.037426,0.336385
0.117377,269.721858,162.426254,314.852614,31.056312,0.134802
0.109437,500.502493,-68.633512,505.186406,-7.808225,0.091964
0.171808,437.036854,-967.903727,1061.997569,-65.699431,0.120572
0.439644,305.342042,-568.146262,644.999176,-61.744832,0.259808
0.121192,70.800462,-230.741240,241.359121,-72.941933,0.069992
0.346232,26.520887,-121.758134,124.613003,-77.711985,0.183951
0.113639,60.982059,-44.481761,75.481379,-36.107899,0.087886
0.099678,88.130532,18.279527,90.006287,11.717810,0.046116
0.109781,62.527049,44.254034,76.603207,35.289266,0.058034
0.287333,79.616530,87.893308,118.591844,47.828724,0.125341
0.116580,113.963778,-273.362757,296.167081,-67.368951,0.036181
0.276812,71.296610,91.807096,116.240051,52.167391,0.082237
0.145686,579.144674,-676.147352,890.271754,-49.418749,0.065602
0.110116,268.439368,-635.930635,690.266229,-67.114394,0.025798
0.111351,419.516958,-299.257186,515.314798,-35.501688,0.041130
0.263859,998.715287,145.510014,1009.259822,8.289507,0.061945
0.101219,571.295181,-39.872849,572.684929,-3.992415,0.018869
0.242768,1124.494339,-163.499186,1136.318398,-8.272718,0.038657
0.110879,224.786052,-416.167351,472.994749,-61.625019,0.041554
0.100882,101.136775,-209.903724,232.998327,-64.274089,0.020701
0.108541,175.492181,231.895638,290.814532,52.882575,0.047663
0.237734,963.578865,110.779142,969.925898,6.558293,0.062357
0.104565,495.131508,221.503237,542.419482,24.101949,0.027480
0.222992,660.995369,8.950932,661.055971,0.775829,0.073305
0.117946,320.566007,205.770846,380.925460,32.696345,0.077069
