"HD in %","Network Resistance in Ohm","Network Reactance in Ohm","Network Impedance, Magnitude in Ohm","Network Impedance, Angle in deg","Current, Magnitude/Terminal i in A"
100.008063,16.780279,29.612403,34.036336,60.461339,289.835951
0.395891,14.609611,52.329148,54.330290,74.400964,2.374060
0.202598,30.058942,76.322319,82.028265,68.503392,0.820248
0.253127,99.339309,-58.869869,115.472766,-30.651578,0.877808
0.748297,78.254889,51.202209,93.517345,33.196742,1.904028
0.131391,197.834248,174.907645,264.066420,41.480286,0.289949
0.423773,182.528236,109.087431,212.642010,30.864518,1.282221
0.158388,136.015831,40.419463,141.894465,16.550230,0.654907
0.118954,85.636562,-1.469537,85.649169,-0.983108,0.270609
0.178062,251.328520,239.686598,347.297697,43.641777,0.360410
0.353327,389.705357,146.710644,416.406386,20.629627,0.634927
0.093470,347.241275,-41.288145,349.687309,-6.780823,0.172565
0.347423,355.060126,68.716458,361.648510,10.953307,0.679228
0.166854,266.354097,-25.210452,267.544523,-5.406945,0.481813
0.152780,60.468616,109.257353,124.874428,61.037611,0.491065
0.164349,169.081235,33.003136,172.272084,11.044751,0.557938
0.527134,59.181734,83.822067,102.609047,54.776378,1.218955
0.127808,137.161199,32.368485,140.928753,13.278220,0.265189
0.508195,164.813787,58.323641,174.829149,19.487649,0.792781
0.150567,313.784267,-5.070428,313.825231,-0.925760,0.240923
0.107273,57.655080,-75.339948,94.869468,-52.574408,0.135139
0.126137,257.498493,7.874481,257.618868,1.751598,0.148367
0.442448,113.684868,-15.454257,114.730481,-7.741303,0.381982
0.116265,123.925598,51.013572,134.014695,22.374357,0.092252
0.392374,152.086090,86.378694,174.904138,29.594808,0.312062
0.122419,278.874022,160.063396,321.544726,29.854233,0.134002
0.108256,496.932500,-88.545272,504.759522,-10.103142,0.078676
0.162766,377.680077,-923.031948,997.311494,-67.746930,0.102126
0.424182,282.632720,-555.715252,623.458656,-63.042444,0.214872
0.119410,68.616196,-228.106299,238.202993,-73.258294,0.059043
0.344728,26.087292,-121.017069,123.796922,-77.835070,0.166806
0.113630,152.875949,30.141417,155.819000,11.153528,0.080419
0.100172,88.327565,17.928183,90.128677,11.473672,0.044974
0.113453,91.048632,286.368889,300.494582,72.362366,0.068223
0.288029,80.240996,88.024052,119.108568,47.648314,0.104060
0.116136,111.028771,-271.017262,292.878378,-67.722355,0.033512
0.288257,1098.769939,226.141248,1121.800002,11.629827,0.075094
0.137283,548.119555,-674.145620,868.854052,-50.886885,0.051221
0.107757,254.243190,-624.705658,674.460346,-67.854622,0.021052
0.119216,552.745950,612.078501,824.723091,47.915949,0.045162
0.263695,1012.223507,110.377734,1018.223783,6.223220,0.052729
0.102048,574.942232,260.130302,631.051776,24.344183,0.017853
0.256372,1138.998337,234.687502,1162.925378,11.642699,0.050426
0.110308,218.148664,-412.636466,466.752282,-62.135920,0.044545
0.100941,98.751777,60.184388,115.646332,31.360268,0.024029
0.110184,178.115735,232.855920,293.167349,52.586967,0.054153
0.247118,971.555326,81.358565,974.955879,4.786811,0.079250
0.109070,502.359247,215.464343,546.616590,23.214730,0.039538
0.229644,661.449782,-4.752230,661.466853,-0.411638,0.092280
0.123372,324.661293,203.843082,383.349654,32.123225,0.096824
