"HD in %","Network Resistance in Ohm","Network Reactance in Ohm","Network Impedance, Magnitude in Ohm","Network Impedance, Angle in deg","Current, Magnitude/Terminal i in A"
0.000000,2.597298,172.455863,172.475420,89.137153,0.000000
0.000000,3.376771,226.122685,226.147896,89.144445,0.000000
0.000000,5.715762,367.358996,367.403460,89.108603,0.000000
0.000000,19.627927,578.248431,578.581458,88.055912,0.000000
0.000000,233.126222,1074.134485,1099.141814,77.754648,0.000000
0.000000,1021.363658,97.488486,1026.005715,5.452326,0.000000
0.000000,397.378851,230.178370,459.229826,30.081208,0.000000
0.000000,330.685076,428.374104,541.162631,52.333513,0.000000
0.000000,366.542713,577.760080,684.222384,57.608130,0.000000
0.000000,464.684572,695.047030,836.075431,56.234673,0.000000
0.000000,625.894189,755.693188,981.231741,50.367137,0.000000
0.000000,819.133293,692.724551,1072.775212,40.220529,0.000000
0.000000,905.811577,476.918917,1023.692467,27.767257,0.000000
0.000000,774.371333,277.181626,822.484416,19.694527,0.000000
0.000000,557.465766,246.590037,609.569296,23.861778,0.000000
0.000000,388.276382,334.566157,512.535913,40.750493,0.000000
0.000000,282.935391,465.178630,544.466338,58.690797,0.000000
0.000000,222.198422,605.603108,645.079268,69.851693,0.000000
0.000000,189.708603,746.932325,770.647294,75.749138,0.000000
0.000000,176.031603,888.791658,906.056145,78.797139,0.000000
0.000000,176.949098,1033.706070,1048.741733,80.286296,0.000000
0.000000,192.732212,1185.578528,1201.142020,80.766549,0.000000
0.000000,231.149424,1348.708137,1368.372645,80.274802,0.000000
0.000000,319.880654,1521.315402,1554.581676,78.125634,0.000000
0.000000,526.093626,1586.708693,1671.651573,71.656398,0.000000
0.000000,416.991294,1472.700576,1530.597507,74.190670,0.000000
0.000000,295.850699,1705.322555,1730.795381,80.157908,0.000000
0.000000,304.634668,1955.452715,1979.039566,81.145222,0.000000
0.000000,351.571389,2191.820551,2219.837780,80.887292,0.000000
0.000000,414.058426,2450.261126,2484.999791,80.408462,0.000000
0.000000,501.457276,2730.465639,2776.130761,79.593442,0.000000
0.000000,615.772399,3042.202037,3103.895759,78.557352,0.000000
0.000000,765.768862,3395.152333,3480.439816,77.289750,0.000000
0.000000,965.360710,3800.039475,3920.742444,75.746124,0.000000
0.000000,1236.211808,4269.168090,4444.549000,73.850708,0.000000
0.000000,1612.380047,4816.017006,5078.758630,71.489694,0.000000
0.000000,2148.692202,5452.481458,5860.582926,68.491789,0.000000
0.000000,2934.899929,6179.689870,6841.213670,64.595707,0.000000
0.000000,4117.182759,6961.230275,8087.640002,59.398033,0.000000
0.000000,5917.826364,7650.050854,9671.811978,52.275649,0.000000
0.000000,8583.827241,7820.247376,11611.992039,42.334909,0.000000
0.000000,12016.408465,6554.540649,13687.807549,28.610960,0.000000
0.000000,14887.307231,2914.142944,15169.843298,11.075425,0.000000
0.000000,15018.966528,-2076.753998,15161.868708,-7.872676,0.000000
0.000000,12525.123945,-5719.390364,13769.174121,-24.543024,0.000000
0.000000,9483.083885,-7199.964164,11906.652087,-37.207328,0.000000
0.000000,7041.214493,-7364.461427,10188.915234,-46.285436,0.000000
0.000000,5313.036398,-6993.604835,8782.873354,-52.776090,0.000000
0.000000,4119.503824,-6467.814883,7668.307578,-57.505978,0.000000
0.000000,3285.715166,-5935.924928,6784.624448,-61.034137,0.000000
