"HD in %","Network Resistance in Ohm","Network Reactance in Ohm","Network Impedance, Magnitude in Ohm","Network Impedance, Angle in deg","Current, Magnitude/Terminal i in A"
100.016389,16.607277,29.505613,33.858276,60.626952,336.070737
0.380549,14.317821,51.828091,53.769425,74.556867,2.243127
0.188404,29.544913,75.747832,81.305817,68.692077,0.688497
0.223753,100.074669,-58.401404,115.869165,-30.266908,0.528431
0.665235,77.231065,50.390635,92.216341,33.123077,0.876239
0.085625,144.406280,60.008106,156.378217,22.565354,0.101076
0.194773,181.808089,94.075660,204.705669,27.359072,0.518997
0.084344,113.443217,119.028436,164.429718,46.376288,0.195622
0.084264,147.573140,151.991008,211.846874,45.844917,0.155794
0.055216,246.365522,232.867793,339.003510,43.386676,0.083765
0.121198,380.119034,144.134508,406.528273,20.765854,0.156875
0.045776,305.246905,211.841366,371.554084,34.760650,0.054501
0.122309,336.078621,128.135327,359.676940,20.870145,0.155351
0.047088,236.229172,101.886097,257.264452,23.330630,0.076292
0.096997,169.997996,121.154379,208.752730,35.476758,0.212737
0.098977,65.352746,152.428591,165.847692,66.793088,0.248731
0.384534,65.683508,192.725106,203.610632,71.180146,0.880649
0.078575,101.365015,242.354871,262.698972,67.302862,0.150964
0.483940,160.479565,60.830132,171.621665,20.759323,0.781040
0.137199,187.112926,-66.750135,198.662597,-19.633206,0.189264
0.099720,268.156967,-6.891926,268.245518,-1.472240,0.119370
0.118760,216.525039,-2.024689,216.534505,-0.535748,0.124586
0.440049,113.776657,-14.307349,114.672699,-7.167290,0.406560
0.114523,122.755398,51.752145,133.218513,22.859682,0.093409
0.379939,149.857752,86.832174,173.196918,30.089317,0.286747
0.103611,270.917844,162.115306,315.717993,30.896001,0.084599
0.100949,565.866306,-23.442051,566.351663,-2.372226,0.073619
0.108207,1462.762041,386.232641,1512.894062,14.791001,0.069272
0.418650,580.269400,-455.841767,737.905341,-38.152086,0.238337
0.115843,387.134144,-167.632852,421.869196,-23.413081,0.058986
0.341385,116.458278,-116.000620,164.373582,-44.887198,0.155677
0.105217,158.664041,108.962979,192.476515,34.479443,0.042911
0.096320,198.054345,91.449752,218.148071,24.784692,0.035015
0.101736,89.115283,282.751381,296.462269,72.506614,0.032800
0.247990,87.455357,650.724348,656.574913,82.345490,0.070430
0.089342,1146.435084,720.851696,1354.230619,32.160726,0.022160
0.241774,1057.131612,514.244862,1175.574338,25.940745,0.051829
0.103522,165.238982,374.155416,409.018577,66.172216,0.018945
0.095016,137.484605,397.804159,420.892107,70.934402,0.014648
0.091866,530.612664,605.795823,805.318806,48.785091,0.011795
0.231529,992.087092,202.673257,1012.577526,11.546069,0.024726
0.095518,564.152912,266.395807,623.887197,25.276914,0.008717
0.221896,1115.231077,267.391907,1146.838605,13.482930,0.018683
0.098939,71.201924,-423.073875,429.023563,-80.446834,0.008600
0.098553,100.973715,-209.572004,232.628708,-64.274806,0.009665
0.100157,176.134250,231.768290,291.101038,52.766678,0.011498
0.207600,961.322084,102.893681,966.812939,6.109310,0.027985
0.099252,437.555529,226.172460,492.553370,27.334443,0.015545
0.200465,658.458234,4.820774,658.475881,0.419472,0.035977
0.093236,97.690519,-431.335411,442.259736,-77.238719,0.018917
