"HD in %","Network Resistance in Ohm","Network Reactance in Ohm","Network Impedance, Magnitude in Ohm","Network Impedance, Angle in deg","Current, Magnitude/Terminal i in A"
0.000000,2.604168,167.254016,167.274289,89.107969,0.000000
0.000000,3.429978,225.104238,225.130368,89.127035,0.000000
0.000000,5.692662,362.163025,362.207762,89.099470,0.000000
0.000000,17.531678,557.457895,557.733506,88.198680,0.000000
0.000000,172.014040,975.059234,990.115821,79.995168,0.000000
0.000000,1044.607184,303.285243,1087.743586,16.189823,0.000000
0.000000,407.615541,286.090280,497.994054,35.063598,0.000000
0.000000,330.441635,479.845949,582.618064,55.447105,0.000000
0.000000,364.303041,632.391482,729.818945,60.054959,0.000000
0.000000,464.101262,755.117206,886.336266,58.424773,0.000000
0.000000,631.442225,819.794429,1034.786059,52.394932,0.000000
0.000000,831.224635,751.458579,1120.546469,42.114777,0.000000
0.000000,906.539537,525.209816,1047.692361,30.086148,0.000000
0.000000,753.456870,338.562000,826.027531,24.196524,0.000000
0.000000,533.542309,333.749398,629.329847,32.027421,0.000000
0.000000,372.694615,440.183573,576.769325,49.746079,0.000000
0.000000,276.248890,582.751033,644.912565,64.637049,0.000000
0.000000,222.475408,732.879653,765.903318,73.113632,0.000000
0.000000,195.355509,883.986785,905.315642,77.538286,0.000000
0.000000,186.136031,1036.769172,1053.345593,79.821852,0.000000
0.000000,191.166255,1194.334918,1209.537281,80.906324,0.000000
0.000000,211.178904,1361.039923,1377.325743,81.180317,0.000000
0.000000,254.382773,1541.585881,1562.433238,80.629851,0.000000
0.000000,348.220893,1734.993279,1769.593023,78.651262,0.000000
0.000000,563.173893,1831.980875,1916.590399,72.911915,0.000000
0.000000,481.103018,1729.410547,1795.082436,74.454017,0.000000
0.000000,356.594964,1984.952603,2016.729234,79.815501,0.000000
0.000000,371.441930,2273.232285,2303.378850,80.719985,0.000000
0.000000,431.754464,2565.644176,2601.719038,80.447592,0.000000
0.000000,521.144128,2879.726592,2926.502425,79.742203,0.000000
0.000000,641.964886,3229.498481,3292.685735,78.757207,0.000000
0.000000,803.988810,3628.141022,3716.154636,77.505279,0.000000
0.000000,1024.120654,4090.267610,4216.528458,75.943274,0.000000
0.000000,1329.735842,4633.076341,4820.123835,73.986030,0.000000
0.000000,1765.918119,5276.122740,5563.806069,71.494608,0.000000
0.000000,2408.641114,6037.669160,6500.384674,68.251184,0.000000
0.000000,3388.941575,6920.040164,7705.315105,63.907687,0.000000
0.000000,4931.611127,7861.132006,9279.988401,57.898262,0.000000
0.000000,7384.666545,8589.534853,11327.550881,49.313418,0.000000
0.000000,11052.315962,8282.690538,13811.468086,36.848172,0.000000
0.000000,15218.281100,5371.439755,16138.415185,19.440978,0.000000
0.000000,16928.328125,-438.031318,16933.994347,-1.482234,0.000000
0.000000,14558.938978,-5629.281642,15609.340665,-21.139226,0.000000
0.000000,10776.844893,-7853.537941,13334.858231,-36.082390,0.000000
0.000000,7710.228941,-8105.770303,11187.097145,-46.432608,0.000000
0.000000,5626.070156,-7613.665247,9466.813819,-53.537684,0.000000
0.000000,4250.521789,-6942.822055,8140.621203,-58.524275,0.000000
0.000000,3327.183133,-6289.031806,7114.918739,-62.119129,0.000000
0.000000,2689.323535,-5706.841118,6308.763478,-64.768050,0.000000
0.000000,2235.825614,-5203.086225,5663.128326,-66.746251,0.000000
