"HD in %","Network Resistance in Ohm","Network Reactance in Ohm","Network Impedance, Magnitude in Ohm","Network Impedance, Angle in deg","Current, Magnitude/Terminal i in A"
100.015164,17.027993,29.766060,34.292431,60.227824,290.181043
0.398341,14.713443,52.504774,54.527394,74.345504,2.367138
0.205175,30.425938,76.714047,82.527466,68.365983,0.822462
0.253585,98.062695,-59.472533,114.687725,-31.235747,0.868677
0.769771,71.748851,177.287192,191.255447,67.966619,1.625649
0.124820,147.199037,177.189528,230.355562,50.282115,0.296131
0.413746,177.602599,98.111014,202.900109,28.917086,1.307554
0.158202,132.713039,39.485765,138.462545,16.569184,0.683208
0.117774,84.827523,-1.146256,84.835267,-0.774179,0.280801
0.170475,247.884642,229.153297,337.576701,42.751382,0.349225
0.349196,378.198027,138.494997,402.758752,20.112581,0.638853
0.090452,99.017750,-157.860348,186.344853,-57.902047,0.214898
0.343553,345.776542,61.420025,351.189175,10.072348,0.684872
0.156915,258.043734,-27.843586,259.541584,-6.158535,0.455173
0.152376,63.285394,107.284808,124.559508,59.464404,0.510487
0.162037,160.505694,30.620665,163.400437,10.800884,0.597073
0.513561,58.223967,80.945255,99.710404,54.272514,1.365862
0.123643,133.165138,34.570458,137.579325,14.553065,0.283252
0.499957,159.877781,60.843044,171.063675,20.834809,0.905634
0.151475,187.121472,-66.195563,198.485006,-19.481598,0.288425
0.108221,58.784753,-75.364627,95.579675,-52.045606,0.154983
0.124759,216.344428,-1.789296,216.351827,-0.473859,0.160722
0.442430,113.732428,-14.264609,114.623490,-7.148852,0.436505
0.115574,122.661943,51.668857,133.100049,22.842272,0.104097
0.387762,149.389518,86.615013,172.682913,30.104862,0.353378
0.119750,270.589558,163.362920,316.079345,31.120622,0.141126
0.107989,500.277198,-69.806438,505.123958,-7.943507,0.087617
0.172831,436.323323,-966.195672,1060.147216,-65.696589,0.122422
0.438998,304.486291,-567.701589,644.202604,-61.793152,0.257955
0.121125,70.765085,-230.633145,241.245404,-72.942434,0.069637
0.347397,26.517057,-121.728417,124.583152,-77.710798,0.196416
0.114018,60.970094,-44.482169,75.471953,-36.113502,0.094290
0.099575,41.512599,16.555175,44.691942,21.742055,0.044226
0.112669,89.198395,282.844912,296.576462,72.496732,0.075809
0.286807,79.661374,87.887075,118.617336,47.810649,0.118224
0.116568,113.794238,-273.085804,295.846219,-67.378618,0.036197
0.284328,1072.392547,264.746601,1104.588854,13.867587,0.086162
0.141925,575.667720,-674.599940,886.836176,-49.524321,0.059975
0.110121,267.154761,-633.685397,687.698225,-67.140249,0.026012
0.117177,532.354629,605.613742,806.330860,48.683454,0.048128
0.257000,82.129112,-250.307357,263.436831,-71.834661,0.051155
0.100489,43.826690,-92.121388,102.015336,-64.557262,0.015549
0.240659,140.621989,-203.691893,247.517537,-55.380114,0.033859
0.106117,71.216467,-422.428307,428.389379,-80.430586,0.030290
0.100296,78.556584,60.548923,99.183209,37.623896,0.017764
0.105752,176.467256,231.713806,291.259301,52.708037,0.036176
0.226647,960.283540,99.077276,965.381160,5.890650,0.053018
0.102710,438.012346,225.176706,492.503162,27.207133,0.024987
0.214762,657.348804,3.054549,657.355901,0.266238,0.064094
0.112460,321.833971,203.539727,380.795910,32.310777,0.061023
