OPDMS_EID,PSSE_BUS_NUMBER,PSSE_BUS_NAME,EMS_REGION_ID,EMS_STN_ID,EMS_ID,EMS_STN_DESC,BASKV,BUS_TYPE_IDE,AREA,ZONE
3967181,266740,2QAK_FT_132A,NSW,QUAKFT,23F3,QUAK 23F TEE,132,1,2,98
3971226,266841,2QUAKHL_132B,NSW,QUAKER,4AB,QUAKERS HILL 132KV,132,1,2,98
3967190,266843,2QUAKHL_132D,NSW,QUAKER,L23C,QUAKERS HILL 132KV,132,1,2,98
3929825,267230,2QUEANB__66A,NSW,QUEANBYN,32,QUEANBEYAN 132KV,66,1,2,98
3929805,267240,2QUEANB_132A,NSW,QUEANBYN,41,QUEANBEYAN 132KV,132,1,2,98
3929809,267244,2QUEANB_132E,NSW,QUEANBYN,L975,QUEANBEYAN 132KV,132,1,2,98
4971406,267502,2_MORE2__22A,NSW,MOREE_SF,2MN1,MOREE SF,22,2,2,98
4971285,267531,2_MORE2__66B,NSW,MOREE_SF,L87J,MOREE SF,66,1,2,98
4971289,267532,2_MORE2__66C,NSW,MOREE_SF,3B2,MOREE SF,66,1,2,98
3927827,267620,2RALEGH__11A,NSW,RALEIGH,32,RALEIGH 132KV,11,1,2,98
3927830,267621,2RALEGH__11B,NSW,RALEIGH,3XF1,RALEIGH 132KV,11,1,2,98
3927821,267640,2RALEGH_132A,NSW,RALEIGH,43,RALEIGH 132KV,132,1,2,98
3927136,268030,2RAPVIL__66A,NSW,RAPVILLE,TEE,RAPPVILLE,66,1,2,98
3967137,268240,2RATHMN_132A,NSW,RATHMINE,4M1,RATHMINES 132KV,132,1,2,98
4985318,268331,2RAVINE__33B,NSW,RAVINE,21,RAVINE 330KV,33,1,2,98
4985327,268390,2RAVINE_330A,NSW,RAVINE,L2,RAVINE 330KV,330,1,2,98
775275,268440,2REDBNK_132A,NSW,REDBANK,4,REDBANK 132KV,132,4,2,98
4974344,268540,2ROCKDA_132A,NSW,ROCKDALE,41,ROCKDALE,132,1,2,98
204847,268840,2RGNTVL_132A,NSW,REGENTVL,4B,REGENTVILLE 330KV,132,1,2,98
204839,268890,2RGNTVL_330A,NSW,REGENTVL,5A,REGENTVILLE 330KV,330,1,2,98
3970421,268940,2ROOKWD_132A,NSW,ROOKWOOD,4XF2,ROOKWOOD ROAD 330KV,132,1,2,98
3970422,268941,2ROOKWD_132B,NSW,ROOKWOOD,4XF3,ROOKWOOD ROAD 330KV,132,1,2,98
3970423,268942,2ROOKWD_132C,NSW,ROOKWOOD,4A2,ROOKWOOD ROAD 330KV,132,1,2,98
3970420,268943,2ROOKWD_132D,NSW,ROOKWOOD,4XF1,ROOKWOOD ROAD 330KV,132,1,2,98
3970419,268948,2ROOKWD_132I,NSW,ROOKWOOD,4R1,ROOKWOOD ROAD 330KV,132,1,2,98
3970401,268990,2ROOKWD_330A,NSW,ROOKWOOD,5B1,ROOKWOOD ROAD 330KV,330,1,2,98
3970555,269040,2ROOK_T_132A,NSW,296TEE,L296,ROOKWOOD/SEFTON/BANKSTOWN 132KV TEE,132,1,2,98
3260955,269240,2ROOTYH_132A,NSW,ROOTHILL,L223,ROOTY HILL  132KV,132,1,2,98
3967224,269243,2ROOTYH_132D,NSW,ROOTHILL,L23C,ROOTY HILL  132KV,132,1,2,98
4968988,269440,2ROSE_B_132A,NSW,ROSE_BAY,42,ROSE BAY 132KV,132,1,2,98
3559272,269640,2ROTHBY_132A,NSW,ROTHBURY,4,ROTHBURY 132KV,132,1,2,98
4973270,269641,2ROTHBY_132B,NSW,ROTHBURY,L955,ROTHBURY 132KV,132,1,2,98
3930163,270040,2ROUS_H_132A,NSW,ROUSE,L9JA,ROUSE HILL 132KV,132,1,2,98
4970902,270140,2ROZELE_132A,NSW,ROZELLE,41,ROZELLE,132,1,2,98
3970490,270240,2SEFTON_132A,NSW,SEFTON,4M4,SEFTON 132,132,1,2,98
3970495,270241,2SEFTON_132B,NSW,SEFTON,4M1,SEFTON 132,132,1,2,98
4974812,270301,2SAPHIR__SF1,NSW,SAPWF,GF01,SAPPHIRE WF,0.65,2,2,98
4974773,270302,2SAPHIR__SF2,NSW,SAPWF,GF02,SAPPHIRE WF,0.65,2,2,98
4974809,270303,2SAPHIR__SF3,NSW,SAPWF,GF03,SAPPHIRE WF,0.65,2,2,98
4974926,270330,2SAPHIR__33A,NSW,SAPWF,SW2,SAPPHIRE WF,33,1,2,98
4974937,270332,2SAPHIR__33C,NSW,SAPWF,LSW3,SAPPHIRE WF,33,1,2,98
4976621,270337,2SAPHIR__33H,NSW,SAPWF,ZXFB,SAPPHIRE WF,33,1,2,98
4974788,270340,2SAPHIR__33K,NSW,SAPWF,2XFB,SAPPHIRE WF,33,1,2,98
4974782,270341,2SAPHIR__33L,NSW,SAPWF,2XFA,SAPPHIRE WF,33,1,2,98
4974935,270342,2SAPHIR__33M,NSW,SAPWF,LSW2,SAPPHIRE WF,33,1,2,98
4974936,270343,2SAPHIR__33N,NSW,SAPWF,LSW1,SAPPHIRE WF,33,1,2,98
4974774,270390,2SAPHIR_330A,NSW,SAPWF,L8J,SAPPHIRE WF,330,1,2,98
4974805,270392,2SAPHIR_330C,NSW,SAPWF,53,SAPPHIRE WF,330,1,2,98
775282,270440,2SINGLE_132A,NSW,SINGLETN,4B2,SINGLETON 132KV,132,1,2,98
4975501,270501,2SILVER___W1,NSW,SILVERWF,GF01,SILVERTON WF,6,2,2,98
4975503,270531,2SILVER__33B,NSW,SILVERWF,21,SILVERTON WF,33,1,2,98
4975515,270533,2SILVER__33D,NSW,SILVERWF,LSIW,SILVERTON WF,33,1,2,98
4975510,270580,2SILVER_220A,NSW,SILVERWF,LX6,SILVERTON WF,220,1,2,98
4973623,270640,2SMETON_132A,NSW,SMEATON,L9LY,SMEATON GRANGE,132,1,2,98
4973628,270642,2SMETON_132C,NSW,SMEATON,L9L5,SMEATON GRANGE,132,1,2,98
3798407,270801,2SMITHF___G1,NSW,SITHE,GEN1,SMITHFIELD ENERGY FACILITY 33KV,11,2,2,98
3798406,270802,2SMITHF___G2,NSW,SITHE,GEN2,SMITHFIELD ENERGY FACILITY 33KV,11,1,2,98
3798405,270803,2SMITHF___G3,NSW,SITHE,GEN3,SMITHFIELD ENERGY FACILITY 33KV,11,2,2,98
3798404,270804,2SMITHF___G4,NSW,SITHE,GEN4,SMITHFIELD ENERGY FACILITY 33KV,11,1,2,98
3798398,270830,2SMITHF__33A,NSW,SITHE,LSF3,SMITHFIELD ENERGY FACILITY 33KV,33,1,2,98
3798396,270831,2SMITHF__33B,NSW,SITHE,LSF4,SMITHFIELD ENERGY FACILITY 33KV,33,1,2,98
3798402,270832,2SMITHF__33C,NSW,SITHE,LSF1,SMITHFIELD ENERGY FACILITY 33KV,33,1,2,98
3798400,270833,2SMITHF__33D,NSW,SITHE,LSF2,SMITHFIELD ENERGY FACILITY 33KV,33,1,2,98
4969818,271040,2SNOWYA_132A,NSW,SWY_ADIT,41,SNOWY ADIT,132,1,2,98
4970624,271220,2SOMERS__11A,NSW,SOMERSBY,1LD0,SOMERSBY 132KV,11,1,2,98
204523,271240,2SOMERS_132A,NSW,SOMERSBY,4,SOMERSBY 132KV,132,1,2,98
285139,271630,2LISMSR__66A,NSW,STH_LISM,3B1,SOUTH LISMORE  66KV (NORTHPOWER),66,1,2,98
4972298,272044,2SPRNGH_132E,NSW,SPRNGHLL,4B1,SPRINGHILL,132,1,2,98
3971519,272240,2STEPLE_132A,NSW,STEEPLE,41,STEEPLE FLAT 132,132,1,2,98
4970618,272420,2STPETR__11A,NSW,ST_PETER,1XF4,ST PETERS 132KV,11,1,2,98
3971288,272442,2STPETR_132C,NSW,ST_PETER,41,ST PETERS 132KV,132,1,2,98
4970287,272443,2STPETR_132D,NSW,ST_PETER,Z411,ST PETERS 132KV,132,1,2,98
3971293,272445,2STPETR_132F,NSW,ST_PETER,44,ST PETERS 132KV,132,1,2,98
4969029,272447,2STPETR_132H,NSW,ST_PETER,Z414,ST PETERS 132KV,132,1,2,98
4986302,272540,2STRATF_132A,NSW,STRATH_S,L911,STRATHFIELD SOUTH,132,1,2,98
3971658,272640,2S_LEPP_132A,NSW,STH_LEPP,L9L5,STH LEPPINGTON 132,132,1,2,98
4984646,272740,2STOCKD_132A,NSW,STOCKDIL,L9HC,STOCKDILL 330KV,132,1,2,98
4984117,272795,2STOCKD_330F,NSW,STOCKDIL,5A,STOCKDILL 330KV,330,1,2,98
4968310,272847,2STROUD_132H,NSW,STROUD,43,STROUD 132KV,132,1,2,98
4982039,272901,2SUNRAY__SF1,NSW,SUNRY_SF,GENA,SUNRAYSIA SF,0.6,1,2,98
4982035,272902,2SUNRAY__SF2,NSW,SUNRY_SF,GENB,SUNRAYSIA SF,0.6,1,2,98
4982036,272930,2SUNRAY__33A,NSW,SUNRY_SF,22,SUNRAYSIA SF,33,1,2,98
4982032,272931,2SUNRAY__33B,NSW,SUNRY_SF,GTXB,SUNRAYSIA SF,33,1,2,98
4982034,272932,2SUNRAY__33C,NSW,SUNRY_SF,GTXA,SUNRAYSIA SF,33,1,2,98
4982037,272980,2SUNRAY_220A,NSW,SUNRY_SF,LX7,SUNRAYSIA SF,220,1,2,98
4982040,272982,2SUNRAY_220C,NSW,SUNRY_SF,7XF1,SUNRAYSIA SF,220,1,2,98
3966383,273041,2SUFOLK_132B,NSW,SUFOLKPK,4MN,SUFOLKPK  66KV,132,1,2,98
3970344,273147,2SURYHL_132H,NSW,SURRYHIL,L92L,SURRYHIL 132KV,132,4,2,98
3970345,273148,2SURYHL_132I,NSW,SURRYHIL,L928,SURRYHIL 132KV,132,1,2,98
3970346,273149,2SURYHL_132J,NSW,SURRYHIL,L92M,SURRYHIL 132KV,132,4,2,98
3970343,273151,2SURYHL_132L,NSW,SURRYHIL,L929,SURRYHIL 132KV,132,1,2,98
3969607,273152,2SURYHL_132M,NSW,SURRYHIL,4MN1,SURRYHIL 132KV,132,1,2,98
2089213,273240,2_SYD_E_132A,NSW,SYD_EAST,4A4,SYDNEY EAST 330KV,132,1,2,98
204858,273290,2_SYD_E_330A,NSW,SYD_EAST,5B1,SYDNEY EAST 330KV,330,1,2,98
4986587,273331,2SUNTOP__33B,NSW,SUNTP_SF,21,SUNTOP SOLAR FARM,33,1,2,98
4986584,273340,2SUNTOP_132A,NSW,SUNTP_SF,L94K,SUNTOP SOLAR FARM,132,1,2,98
353429,273640,2_SYD_N_132A,NSW,SYD_NTH,4B2,SYDNEY NORTH 330KV,132,1,2,98
204903,273641,2_SYD_N_132B,NSW,SYD_NTH,L92Z,SYDNEY NORTH 330KV,132,1,2,98
204904,273642,2_SYD_N_132C,NSW,SYD_NTH,L959,SYDNEY NORTH 330KV,132,1,2,98
3930866,273643,2_SYD_N_132D,NSW,SYD_NTH,4XF5,SYDNEY NORTH 330KV,132,1,2,98
204879,273690,2_SYD_N_330A,NSW,SYD_NTH,5A1,SYDNEY NORTH 330KV,330,1,2,98
204932,274040,2SYDNYS_132A,NSW,SYD_STH,4A1,SYDNEY SOUTH 330KV,132,1,2,98
204937,274044,2SYDNYS_132E,NSW,SYD_STH,4XF2,SYDNEY SOUTH 330KV,132,1,2,98
204910,274090,2SYDNYS_330A,NSW,SYD_STH,5A1,SYDNEY SOUTH 330KV,330,1,2,98
2923552,274091,2SYDNYS_330B,NSW,SYD_STH,L42Y,SYDNEY SOUTH 330KV,330,1,2,98
204930,274093,2SYDNYS_330D,NSW,SYD_STH,412,SYDNEY SOUTH 330KV,330,1,2,98
2923553,274094,2SYDNYS_330E,NSW,SYD_STH,L42Z,SYDNEY SOUTH 330KV,330,1,2,98
2089348,274440,2_SYD_W_132A,NSW,SYD_WEST,4B2,SYDNEY WEST 330KV,132,1,2,98
204958,274490,2_SYD_W_SVC1,NSW,SYD_WEST,5B1,SYDNEY WEST 330KV,330,1,2,98
2923608,274497,2_SYD_W_330G,NSW,SYD_WEST,5SX1,SYDNEY WEST 330KV,330,2,2,98
3926250,274801,2TALLAW___G1,NSW,TALAWARA,GEN1,TALLAWARRA,21,2,2,98
3926087,274845,2TALLAW_132F,NSW,TALAWARA,4MNA,TALLAWARRA,132,1,2,98
2505412,275240,2TAMWTH_132A,NSW,TAMWORTH,44,TAMWORTH 330KV,132,1,2,98
204527,275290,2TAMWTH_330A,NSW,TAMWORTH,512,TAMWORTH 330KV,330,1,2,98
204533,275291,2TAMWTH_330B,NSW,TAMWORTH,LN84,TAMWORTH 330KV,330,1,2,98
204536,275292,2TAMWTH_330C,NSW,TAMWORTH,LN88,TAMWORTH 330KV,330,1,2,98
4973851,275401,2TARALG___W1,NSW,TARALGA,1GA,TARALGA WF,0.69,2,2,98
4973853,275402,2TARALG___W2,NSW,TARALGA,1GB,TARALGA WF,0.69,2,2,98
4973852,275403,2TARALG___W3,NSW,TARALGA,1GC,TARALGA WF,0.69,2,2,98
4968792,275430,2TARALG__33A,NSW,TARALGA,2MN1,TARALGA WF,33,1,2,98
4968790,275440,2TARALG_132A,NSW,TARALGA,L9UR,TARALGA WF,132,1,2,98
3924507,275630,2_TAREE__66A,NSW,TAREE,L868,TAREE 132KV,66,1,2,98
3924511,275631,2_TAREE__33A,NSW,TAREE,2L5,TAREE 132KV,33,1,2,98
1640393,275640,2_TAREE_132A,NSW,TAREE,4BY,TAREE 132KV,132,1,2,98
4986464,275731,2TEM_JN__66B,NSW,JUNEE,L83X,TEMORA,66,1,2,98
4986141,275740,2TEM_JN_132A,NSW,JUNEE,L9J5,TEMORA,132,1,2,98
4984328,275840,2TEMORA_132A,NSW,TEMORA,L99U,TEMORA,132,1,2,98
4974100,276041,2TENTFD_132B,NSW,TENTFLD,41,TENTERFIELD 132KV,132,1,2,98
3925079,276434,2TERANO__66E,NSW,T174_TRA,3MN2,TERRANORA 110KV,66,1,2,98
380280,276440,2TERANO__DC1,NSW,T174_TRA,4MN2,TERRANORA 110KV,110,1,2,98
3931958,276840,2THEODR_132A,NSW,ACTTHEO,41,THEODORE 132KV,132,1,2,98
1640409,277240,2_TOMGO_132A,NSW,TOMAG132,423,TOMAGO 132KV,132,1,2,98
3930969,277640,2TOMAGO_132A,NSW,TOMAGO,4MN2,TOMAGO 330KV,132,1,2,98
204285,277690,2TOMAGO_330A,NSW,TOMAGO,5A,TOMAGO 330KV,330,1,2,98
4970747,277820,2TP_RYD__11A,NSW,TOP_RYDE,11,TOP RYDE 132KV,11,1,2,98
3951290,277840,2TP_RYD_132A,NSW,TOP_RYDE,41,TOP RYDE 132KV,132,1,2,98
4973505,277940,2TORONT_132A,NSW,TORONTOW,L95G,TORONTO WEST,132,1,2,98
871540,278040,2TUGERA_132A,NSW,TUGGERAH,L99C,TUGGERAH 330KV,132,1,2,98
2524371,278041,2TUGERA_132B,NSW,TUGGERAH,42,TUGGERAH 330KV,132,1,2,98
204546,278090,2TUGERA_330A,NSW,TUGGERAH,5XF1,TUGGERAH 330KV,330,1,2,98
205268,278401,2_TUMUT_132C,NSW,TUMUT132,41,TUMUT 132KV,132,1,2,98
4969160,278432,2_TUMUT__66C,NSW,TUMUT132,GEN1,TUMUT 132KV,66,1,2,98
3926495,278832,2TWEEDH__66C,NSW,TWEED_HD,32,TWEED HEAD  66KV,66,1,2,98
852600,279201,2UPTUMT___G1,NSW,TUMUT1_2,GEN1,UPPER TUMUT,12.5,2,2,98
852601,279202,2UPTUMT___G2,NSW,TUMUT1_2,GEN2,UPPER TUMUT,12.5,2,2,98
852602,279203,2UPTUMT___G3,NSW,TUMUT1_2,GEN3,UPPER TUMUT,12.5,2,2,98
852603,279204,2UPTUMT___G4,NSW,TUMUT1_2,GEN4,UPPER TUMUT,12.5,2,2,98
852604,279205,2UPTUMT___G5,NSW,TUMUT1_2,GEN5,UPPER TUMUT,12.5,2,2,98
852605,279206,2UPTUMT___G6,NSW,TUMUT1_2,GEN6,UPPER TUMUT,12.5,2,2,98
852606,279207,2UPTUMT___G7,NSW,TUMUT1_2,GEN7,UPPER TUMUT,12.5,2,2,98
852607,279208,2UPTUMT___G8,NSW,TUMUT1_2,GEN8,UPPER TUMUT,12.5,2,2,98
3923812,279290,2UPTUMT_330A,NSW,TUMUT1_2,5A1,UPPER TUMUT,330,1,2,98
3926269,279611,2URANQU__G11,NSW,URANQNTY,G11,URANQUINTY 132KV,15.75,2,2,98
3926279,279612,2URANQU__G12,NSW,URANQNTY,G12,URANQUINTY 132KV,15.75,2,2,98
3926280,279613,2URANQU__G13,NSW,URANQNTY,G13,URANQUINTY 132KV,15.75,2,2,98
3926281,279614,2URANQU__G14,NSW,URANQNTY,G14,URANQUINTY 132KV,15.75,2,2,98
3924885,279640,2URANQU_132A,NSW,URANQNTY,42,URANQUINTY 132KV,132,1,2,98
3926274,279641,2URANQU_132B,NSW,URANQNTY,4TG4,URANQUINTY 132KV,132,1,2,98
3926273,279642,2URANQU_132C,NSW,URANQNTY,4TG3,URANQUINTY 132KV,132,1,2,98
3926261,279643,2URANQU_132D,NSW,URANQNTY,4TG1,URANQUINTY 132KV,132,1,2,98
3926272,279644,2URANQU_132E,NSW,URANQNTY,4TG2,URANQUINTY 132KV,132,1,2,98
204576,280005,2VALESP___G5,NSW,VALES_PT,GEN5,VALES POINT PS 330KV,23,2,2,98
204577,280006,2VALESP___G6,NSW,VALES_PT,GEN6,VALES POINT PS 330KV,23,2,2,98
204569,280040,2VALESP_132A,NSW,VALES_PT,957X,VALES POINT PS 330KV,132,1,2,98
3966077,280045,2VALESP_132F,NSW,VALES_PT,L95T,VALES POINT PS 330KV,132,1,2,98
3932082,280449,2VINYRD_132J,NSW,VINEYARD,4A1,VINEYARD 330KV,132,1,2,98
3932080,280493,2VINYRD_330D,NSW,VINEYARD,5C,VINEYARD 330KV,330,1,2,98
4974434,280834,2WAGGA1__66E,NSW,WAGGA132,32,WAGGA 132KV,66,1,2,98
4974435,280846,2WAGGA1_132G,NSW,WAGGA132,4A1,WAGGA 132KV,132,1,2,98
2946857,281240,2_WAGGA_132A,NSW,WAGGA330,4A2,WAGGA 330KV,132,1,2,98
3928168,281290,2_WAGGA_330A,NSW,WAGGA330,5B12,WAGGA 330KV,330,1,2,98
3928385,281630,2WAGA_N__66A,NSW,WAGGANTH,32,WAGGA NORTH 132KV,66,1,2,98
3928380,281640,2WAGA_N_132A,NSW,WAGGANTH,42,WAGGA NORTH 132KV,132,1,2,98
4986458,281701,2WAGGAN__SF1,NSW,WAGGN_SF,GEN1,WAGGA NORTH SOLAR FARM,0.63,1,2,98
4986467,281702,2WAGGAN__SF2,NSW,WAGGN_SF,GEN2,WAGGA NORTH SOLAR FARM,0.63,1,2,98
4986468,281720,2WAGGAN__22A,NSW,WAGGN_SF,GTX,WAGGA NORTH SOLAR FARM,22,1,2,98
4986382,281721,2WAGGAN__22B,NSW,WAGGN_SF,1XF1,WAGGA NORTH SOLAR FARM,22,1,2,98
4986373,281722,2WAGGAN__22C,NSW,WAGGN_SF,11,WAGGA NORTH SOLAR FARM,22,1,2,98
4986378,281730,2WAGGAN__66A,NSW,WAGGN_SF,L8WW,WAGGA NORTH SOLAR FARM,66,1,2,98
4986159,281840,2TEM_JU_132A,NSW,9J5_TEE,L9J5,WAGGANTH/TEMORA/JUNEE132KV TEE,132,1,2,98
3970241,282023,2WAWANG__11D,NSW,WWANG,1T2A,WALLERAWANG PS 330KV,11,1,2,98
3970242,282024,2WAWANG__11E,NSW,WWANG,1T1A,WALLERAWANG PS 330KV,11,1,2,98
3966938,282036,2WAWANG__66E,NSW,WWANG,3L2,WALLERAWANG PS 330KV,66,1,2,98
205051,282043,2WAWANG_132D,NSW,WWANG,L941,WALLERAWANG PS 330KV,132,1,2,98
205029,282090,2WAWANG_330A,NSW,WWANG,5MN,WALLERAWANG PS 330KV,330,1,2,98
3931961,282440,2WANNIS_132A,NSW,ACTWANN,41,WANNIASSA 132KV,132,1,2,98
3929727,282841,2WARATH_132B,NSW,WARATAH,L9N9,WARATAH  132KV,132,1,2,98
3929728,282844,2WARATH_132E,NSW,WARATAH,41,WARATAH  132KV,132,1,2,98
1640461,283240,2WARTHW_132A,NSW,WRH_WEST,4B1,WARATAH WEST 132KV,132,1,2,98
2945797,283290,2WARTHW_330A,NSW,WRH_WEST,5XF3,WARATAH WEST 132KV,330,1,2,98
3929354,284030,2WRIMOO__66A,NSW,WARRIMOO,3,WARRIMOO 132KV,66,1,2,98
205009,284042,2WRIMOO_132C,NSW,WARRIMOO,L940,WARRIMOO 132KV,132,1,2,98
3929351,284044,2WRIMOO_132E,NSW,WARRIMOO,4B,WARRIMOO 132KV,132,1,2,98
4969005,284240,2WAVERY_132A,NSW,WAVERLEY,42,WAVERLEY 132KV,132,1,2,98
4984093,284401,2WELING_GEN1,NSW,WELLNGTN,GEN,WELLINGTON 330KV,0.63,2,2,98
4984091,284430,2WELING__33A,NSW,WELLNGTN,GTX,WELLINGTON 330KV,33,1,2,98
4984089,284433,2WELING__33D,NSW,WELLNGTN,21,WELLINGTON 330KV,33,1,2,98
254721,284440,2WELING_132A,NSW,WELLNGTN,4A2,WELLINGTON 330KV,132,1,2,98
2525000,284490,2WELING_330A,NSW,WELLNGTN,52,WELLINGTON 330KV,330,1,2,98
3928855,284491,2WELING_330B,NSW,WELLNGTN,LN79,WELLINGTON 330KV,330,1,2,98
205014,284492,2WELING_330C,NSW,WELLNGTN,LN72,WELLINGTON 330KV,330,1,2,98
205025,284840,2WELIGT_132A,NSW,WEL_TOWN,4,WELLINGTON TOWN 132KV,132,1,2,98
3971230,285245,2WESTCA_132F,NSW,W_CASTLE,41,WEST CASTLE HILLS   132KV,132,1,2,98
4970433,285620,2WSTGOS__11A,NSW,WST_GSFD,11,WEST GOSFORD 132KV,11,1,2,98
2449350,285640,2WSTGOS_132A,NSW,WST_GSFD,42,WEST GOSFORD 132KV,132,1,2,98
4984880,285731,2WJEMAL__66B,NSW,W_JEMALN,L89H,WEST JEMALONG 66KV,66,1,2,98
3929349,286047,2WLIVRP_132H,NSW,W_LIVRPL,41A,WEST LIVERPOOL 132KV,132,1,2,98
3970910,286240,2WPARRA_132A,NSW,W_PARRA,4A,WEST_PARRAMATTA 132KV,132,1,2,98
3966051,286421,2W_WETH__11B,NSW,WWTH_PRK,1LD3,WEST WETHERILL PARK  132KV,11,1,2,98
3966046,286430,2W_WETH__33A,NSW,WWTH_PRK,2LD1,WEST WETHERILL PARK  132KV,33,1,2,98
3966023,286444,2W_WETH_132E,NSW,WWTH_PRK,4MA,WEST WETHERILL PARK  132KV,132,1,2,98
4968742,286823,2WETHRP__11D,NSW,WETH_PRK,1LD3,WETHERILL PARK  132KV,11,1,2,98
4968732,286824,2WETHRP__11E,NSW,WETH_PRK,1LD1,WETHERILL PARK  132KV,11,1,2,98
3559549,286841,2WETHRP_132B,NSW,WETH_PRK,L93J,WETHERILL PARK  132KV,132,1,2,98
3929801,286842,2WETHRP_132C,NSW,WETH_PRK,L93T,WETHERILL PARK  132KV,132,1,2,98
4973786,287030,2WHITER__33A,NSW,WHITERCK,2XF1,WHITE ROCK,33,1,2,98
4973790,287040,2WHITER_132A,NSW,WHITERCK,4MN1,WHITE ROCK,132,1,2,98
4974097,287041,2WHITER_132B,NSW,WHITERCK,DMN1,WHITE ROCK,132,1,2,98
4973948,287101,2WHITRK___W1,NSW,WRWF,GEN1,WHITE ROCK WSF,0.69,2,2,98
4973940,287102,2WHITRK___W2,NSW,WRWF,GEN2,WHITE ROCK WSF,0.69,2,2,98
4976272,287105,2WHITRK__SF1,NSW,WRWF,GENS,WHITE ROCK WSF,0.6,2,2,98
4973955,287130,2WHITRK__33A,NSW,WRWF,2MN2,WHITE ROCK WSF,33,1,2,98
4973946,287131,2WHITRK__33B,NSW,WRWF,2MN1,WHITE ROCK WSF,33,1,2,98
3948930,287241,2WILIAM_132B,NSW,WILLMSDL,42,WILLIAMSDALE,132,1,2,98
3948937,287290,2WILIAM_330A,NSW,WILLMSDL,5C,WILLIAMSDALE,330,1,2,98
3931965,287640,2_WODEN_132A,NSW,ACTWOD,41,WODEN 132KV,132,1,2,98
3928851,288090,2WOLLAR_500A,NSW,WOLLAR,6B,WOLLAR 500/330KV,500,1,2,98
3928853,288091,2WOLLAR_330A,NSW,WOLLAR,LN79,WOLLAR 500/330KV,330,1,2,98
3931005,288401,2WOODLN__WF1,NSW,WOODLAWN,GEN1,WOODLAWN WF,0.69,2,2,98
3931006,288433,2WOODLN__33A,NSW,WOODLAWN,2XF3,WOODLAWN WF,33,1,2,98
4975739,288434,2WOODLN__33E,NSW,WOODLAWN,TG3,WOODLAWN WF,33,1,2,98
4970752,288820,2_WYONG__11A,NSW,WYONG,12,WYONG 132KV,11,1,2,98
871577,288840,2_WYONG_132A,NSW,WYONG,4B2,WYONG 132KV,132,1,2,98
4969782,289230,2_YANCO__33A,NSW,YANCO,21,YANCO 132KV,33,1,2,98
3971687,289240,2_YANCO_132A,NSW,YANCO,41,YANCO 132KV,132,1,2,98
4969810,289630,2_YASS___66A,NSW,YASS,33,YASS 330KV,66,1,2,98
3467541,289640,2_YASS__132A,NSW,YASS,42,YASS 330KV,132,1,2,98
3467516,289690,2_YASS__330A,NSW,YASS,5A,YASS 330KV,330,1,2,98
3969577,289841,2ZETLND_132B,NSW,ZETLAND,4MN4,ZETLAND 132KV,132,1,2,98
3969581,289842,2ZETLND_132C,NSW,ZETLAND,4MN1,ZETLAND 132KV,132,1,2,98
3283091,291241,2ARN_TE_132A,NSW,239TEE,239Q,239TEE (ARN PARK  T),132,1,2,98
3967617,291243,2GWAW_T_132B,NSW,GWA_917T,917T,GWAW 917 TEE 132KV,132,1,2,98
3283844,291640,2CRFD_T_132A,NSW,926TEE,926S,926TEE (CARLFORD/MASON PARK TEE),132,1,2,98
3283848,292040,2HBSH_T_132A,NSW,927TEE,927S,927TEE (CARLFORD/HBSH TEE),132,1,2,98
4976356,292240,293ATEE_132A,NSW,93A_TEE,T93A,93A_TEE,132,1,2,98
3559638,292440,2SWTH_T_132A,NSW,93J_TEE,93JW,93JTEE (SYDWESTWETH_PRKCAMELLIA TEE),132,1,2,98
3929791,292841,2WWRP_T_132B,NSW,93T_TEE,93T3,93T_TEE (WWTH_PRKWETH_PRKGUILDFORD),132,1,2,98
4969795,293040,2_94F_T_132A,NSW,94J_TEE,94J3,94J_TEE,132,1,2,98
4975622,293140,294BTEE_132A,NSW,94B_TEE,T94B,94B_TEE,132,1,2,98
3924081,293640,2VALE_T_132A,NSW,957TEE,9572,957TEE OURIMBAH - VALES_PT MORISSET,132,1,2,98
3967293,293840,2RATHMI_132A,NSW,95YTEE,95Y3,95YTEE RATHMINE ERAR132 MORISSET,132,1,2,98
3965736,294240,2T_GEEH_132A,NSW,97G_TEE,97G3,97G_TEE(GEEHI),132,1,2,98
3967815,294340,2_996_T_132A,NSW,996TEE,LANM,996TEE,132,1,2,98
3929718,294440,2_WAR_T_132A,NSW,9N9_TEE,TEE,9N9_TEE,132,1,2,98
3971660,294540,2NEPN_T_132A,NSW,9LYTEE,L9L5,9LY DEN/STHLEP/NEPEAN TEE,132,1,2,98
4976353,294640,29J2TEE_132A,NSW,9J2_TEE,T9J2,9J2_TEE,132,1,2,98
3926126,294840,2CASN_T_132A,NSW,CASINO_T,TEE,CASINO_T,132,1,2,98
3927972,295240,2CULR_T_132A,NSW,CULLRN_T,TEE,CULLERIN RANGE TEE,132,1,2,98
3655209,296040,2ILFR_T_132A,NSW,ILFORD_T,4,ILFORD_TEE,132,1,2,98
4971007,296140,296_TEE_132A,NSW,96C_TEE,96C0,96C_TEE,132,1,2,98
3655385,296440,2MUDG_T_132A,NSW,MUDGEE_T,4,MUDGEE_T,132,1,2,98
1174236,297240,2MQPK_T_132A,NSW,92ABTEE,92BM,SYDNTH/LCVE/MACQPARK 132KV TEE,132,1,2,98
