OPDMS_EID,PSSE_BUS_NUMBER,PSSE_BUS_NAME,EMS_REGION_ID,EMS_STN_ID,EMS_ID,EMS_STN_DESC,BASKV,BUS_TYPE_IDE,AREA,ZONE
1385471,21184,2DMY01184,NSW,BURRINJK,1GN5,BURRINJUCK 132KV,11,1,2,98
1385471,21185,2DMY01185,NSW,BURRINJK,1GN5,BURRINJUCK 132KV,11,1,2,98
4978701,21262,2DMY01262,NSW,ARMIDALE,SVC,ARMIDALE 330KV,13.6,1,2,98
588658,21265,2DMY01265,NSW,GADARA,1,GADARA,11,1,2,98
1385471,21351,2DMY01351,NSW,BURRINJK,1GN5,BURRINJUCK 132KV,11,1,2,98
3923973,21459,2DMY01459,NSW,HUNTERGT,GEN1,HUNTER VALLEY 33KV GT PS,11.5,1,2,98
3923971,21460,2DMY01460,NSW,HUNTERGT,GEN2,HUNTER VALLEY 33KV GT PS,11.5,1,2,98
3925880,21473,2DMY01473,NSW,ERARING,GT,ERARING PS 500KV,11,1,2,98
4983716,22178,2DMY02178,NSW,NYNGN_SF,GEN1,NYNGAN SF,0.36,1,2,98
4973831,22265,2DMY02265,NSW,GRWF,GRSF,GULLEN RANGE WIND FARM,0.55,1,2,98
4982035,22439,2DMY02439,NSW,SUNRY_SF,GENB,SUNRAYSIA SF,0.6,1,2,98
4982039,22440,2DMY02440,NSW,SUNRY_SF,GENA,SUNRAYSIA SF,0.6,1,2,98
4983884,22442,2DMY02442,NSW,NYNGN132,DVAR,NYNGAN 132KV,0.48,1,2,98
4983498,22469,2DMY02469,NSW,GRWF2,GEN,GULLEN RANGE 2 WIND FARM,0.69,1,2,98
4983732,22474,2DMY02474,NSW,NYNGN_SF,GEN3,NYNGAN SF,0.36,1,2,98
4983714,22475,2DMY02475,NSW,NYNGN_SF,GEN2,NYNGAN SF,0.36,1,2,98
4983719,22476,2DMY02476,NSW,NYNGN_SF,GEN4,NYNGAN SF,0.36,1,2,98
4984881,22488,2DMY02488,NSW,COLLECWF,GEN2,COLLECTOR WF,0.72,1,2,98
4984871,22490,2DMY02490,NSW,COLLECWF,GEN1,COLLECTOR WF,0.72,1,2,98
4984866,22492,2DMY02492,NSW,BANGOWF,GEN1,BANGO WF,6,1,2,98
4985072,22495,2DMY02495,NSW,JEMAL_SF,GEN,JEMALONG SOLAR FARM,0.6,1,2,98
4986467,22520,2DMY02520,NSW,WAGGN_SF,GEN2,WAGGA NORTH SOLAR FARM,0.63,1,2,98
4986458,22521,2DMY02521,NSW,WAGGN_SF,GEN1,WAGGA NORTH SOLAR FARM,0.63,1,2,98
4986653,22525,2DMY02525,NSW,GRWF,GEN2,GULLEN RANGE WIND FARM,0.62,1,2,98
4986657,22526,2DMY02526,NSW,GRWF,GEN4,GULLEN RANGE WIND FARM,0.62,1,2,98
4986651,22527,2DMY02527,NSW,BANGOWF,GEN2,BANGO WF,6,4,2,98
4986777,22531,2DMY02531,NSW,GUNDH_SF,GEN,GUNNEDAH SOLAR FARM,0.62,1,2,98
4986967,22539,2DMY02539,NSW,SUNTP_SF,GEN,SUNTOP SOLAR FARM,0.62,1,2,98
4970447,31001,3DMY01001,VIC,ROTS,SVC2,ROWVILLE 220KV,10.5,1,3,98
204274,31151,3DMY01151,VIC,JINDABYN,PMP1,JINDABYNE PUMP STATION,11,1,3,98
204275,31152,3DMY01152,VIC,JINDABYN,PMP2,JINDABYNE PUMP STATION,11,1,3,98
3931732,31535,3DMY01535,VIC,OWF,2DB2,OAKLAND HILL WF,33,1,3,98
3965903,32072,3DMY02072,VIC,MLWF,2MN1,MORTONS LANE WF,22,1,3,98
4976067,32328,3DMY02328,VIC,MGW,GEN2,MT_GELLIBRAND WF  66KV,12,1,3,98
4976089,32329,3DMY02329,VIC,MGW,GEN1,MT_GELLIBRAND WF  66KV,12,1,3,98
4977372,32349,3DMY02349,VIC,BESS,BESS,BALLARAT ESS 22KV,0.48,1,3,98
4980031,32393,3DMY02393,VIC,BGWF,GEN,BULGANA WF 33KV,0.69,1,3,98
4980613,32403,3DMY02403,VIC,MOORAWF,MSWF,MOORABOOL WF 132KV            STATION ON,0.69,4,3,98
4980616,32404,3DMY02404,VIC,MOORAWF,MNWF,MOORABOOL WF 132KV            STATION ON,0.69,1,3,98
4982265,32443,3DMY02443,VIC,SHWF,GN,STOCKYARD HILL WF 132KV,0.69,1,3,98
4982260,32444,3DMY02444,VIC,SHWF,GE,STOCKYARD HILL WF 132KV,0.69,1,3,98
4982264,32445,3DMY02445,VIC,SHWF,GS,STOCKYARD HILL WF 132KV,0.69,1,3,98
4982244,32446,3DMY02446,VIC,SHWF,GW1,STOCKYARD HILL WF 132KV,0.69,1,3,98
4982241,32447,3DMY02447,VIC,SHWF,GW2,STOCKYARD HILL WF 132KV,0.69,1,3,98
4983107,32458,3DMY02458,VIC,CSF,GEN2,COHUNA SF 22KV,0.63,1,3,98
4983112,32459,3DMY02459,VIC,CSF,GEN1,COHUNA SF 22KV,0.63,1,3,98
4980026,32467,3DMY02467,VIC,BGWF,ESS,BULGANA WF 33KV,0.44,1,3,98
4982245,32470,3DMY02470,VIC,SHWF,2WB2,STOCKYARD HILL WF 132KV,33,1,3,98
4982233,32471,3DMY02471,VIC,SHWF,2SB1,STOCKYARD HILL WF 132KV,33,1,3,98
4982245,32472,3DMY02472,VIC,SHWF,2WB2,STOCKYARD HILL WF 132KV,33,1,3,98
4982227,32473,3DMY02473,VIC,SHWF,2EB1,STOCKYARD HILL WF 132KV,33,1,3,98
4984660,32486,3DMY02486,VIC,WISF,GEN,WINTON SF 66KV,0.8,1,3,98
4985091,32494,3DMY02494,VIC,MLSW,GEN,MORTLAKE STH WF,0.69,4,3,98
4986775,32499,3DMY02499,VIC,BGWF,3B33,BULGANA WF 33KV,33,1,3,98
4986775,32500,3DMY02500,VIC,BGWF,3B33,BULGANA WF 33KV,33,1,3,98
4986859,32532,3DMY02532,VIC,VBB,BESS,VICTORIA BIG BATTERY,0.518,4,3,98
206948,41016,4DMY01016,QLD,T98_DNGO,2,DINGO 132KV,132,4,4,98
206952,41017,4DMY01017,QLD,T99_GRNT,1,GRANTLEIGH 132KV,132,1,4,98
207401,41021,4DMY01021,QLD,T105_OON,1,OONOOIE 132KV,132,1,4,98
207405,41022,4DMY01022,QLD,T107_COP,2,COPPABELLA 132KV,132,1,4,98
206468,41213,4DMY01213,QLD,TRNG_PS,10,TARONG PS,6.6,4,4,98
1020205,41308,4DMY01308,QLD,SSRPT_PS,2,ROCKY POINT,11,1,4,98
3926835,41482,4DMY01482,QLD,GLAD_PS,GT,GLADSTONE PS 275KV,6.6,1,4,98
4982077,42357,4DMY02357,QLD,Z4_CGWF,G436,COOPERS GAP WF,6,1,4,98
4980948,42374,4DMY02374,QLD,H96HN2SF,GEN,HAUGHTON 2 SOLAR FARM,0.63,1,4,98
4982078,42381,4DMY02381,QLD,Z4_CGWF,G536,COOPERS GAP WF,6,1,4,98
4979913,42388,4DMY02388,QLD,KEPG_SF,GEN,KEPG SOLAR FARM,0.55,4,4,98
4979917,42389,4DMY02389,QLD,KEPG_WF,GEN,KEPG WIND FARM,0.65,4,4,98
4979925,42391,4DMY02391,QLD,CPR_EAST,2MN1,CAPE RIVER EAST,33,4,4,98
4979925,42392,4DMY02392,QLD,CPR_EAST,2MN1,CAPE RIVER EAST,33,4,4,98
4982056,42431,4DMY02431,QLD,Z4_CGWF,G738,COOPERS GAP WF,6,1,4,98
4983214,42463,4DMY02463,QLD,T159_LKL,GEN,LAKELAND 132KV,0.4,1,4,98
4983342,42466,4DMY02466,QLD,WRCK2_SF,GEN,WARWICK2 SF,0.63,1,4,98
4984284,42482,4DMY02482,QLD,T273_GGS,GEN,T273_GGS,0.65,1,4,98
4986147,42511,4DMY02511,QLD,H104_WDS,GEN1,WESTERN DOWNS (HOPELAND) SOLAR FARM,0.65,1,4,98
4986144,42514,4DMY02514,QLD,H104_WDS,GEN2,WESTERN DOWNS (HOPELAND) SOLAR FARM,0.65,1,4,98
4986149,42515,4DMY02515,QLD,H104_WDS,GEN3,WESTERN DOWNS (HOPELAND) SOLAR FARM,0.65,1,4,98
4986136,42517,4DMY02517,QLD,H104_WDS,GEN4,WESTERN DOWNS (HOPELAND) SOLAR FARM,0.65,1,4,98
4986377,42522,4DMY02522,QLD,T272_CLB,GEN,T272_CLB,0.6,1,4,98
4986647,42529,4DMY02529,QLD,T271_WSB,BESS,T271_WSB,0.66,1,4,98
3212883,51416,5DMY01416,SA,ANGAST,BR33,ANGASTON 33KV CUMMINS GEN,33,1,5,98
3212883,51417,5DMY01417,SA,ANGAST,BR33,ANGASTON 33KV CUMMINS GEN,33,1,5,98
4969584,51427,5DMY01427,SA,CATH_R,1G,CATHEDRAL ROCKS 33KV,0.69,1,5,98
3925397,51467,5DMY01467,SA,HAL_WF,DVAR,HALLET WINDFARM,33,1,5,98
204056,51537,5DMY01537,SA,PT_STA,BLV3,POINT STANVAC 66KV,66,1,5,98
3967308,52196,5DMY02196,SA,CLEM_G,2T1,CLEMENTS GAP WF,33,1,5,98
204066,52210,5DMY02210,SA,PT_STA,BVT9,POINT STANVAC 66KV,11,1,5,98
204066,52211,5DMY02211,SA,PT_STA,BVT9,POINT STANVAC 66KV,11,1,5,98
4971985,52230,5DMY02230,SA,HRN_WF,1G,HORNSDALE WINDFARM 275KV,0.69,1,5,98
4972995,52242,5DMY02242,SA,NO_B_H,1DV3,NTH BROWN HILL WF,0.48,1,5,98
4973002,52243,5DMY02243,SA,NO_B_H,1DV4,NTH BROWN HILL WF,0.48,1,5,98
4972997,52244,5DMY02244,SA,NO_B_H,1DV2,NTH BROWN HILL WF,0.48,1,5,98
4972996,52245,5DMY02245,SA,NO_B_H,1DV1,NTH BROWN HILL WF,0.48,1,5,98
4973119,52251,5DMY02251,SA,HRN_WF,2G,HORNSDALE WINDFARM 275KV,0.69,1,5,98
4973701,52263,5DMY02263,SA,HRN_WF,3G,HORNSDALE WINDFARM 275KV,0.69,1,5,98
4978636,52364,5DMY02364,SA,LIN_GP,GEN1,LINCOLN GAP WF,0.6,1,5,98
4978631,52365,5DMY02365,SA,LIN_GP,GEN2,LINCOLN GAP WF,0.6,1,5,98
4981216,52415,5DMY02415,SA,BARK_I,GEN6,BIPS,15,1,5,98
4981215,52416,5DMY02416,SA,BARK_I,GE11,BIPS,15,1,5,98
4981219,52417,5DMY02417,SA,BARK_I,GEN2,BIPS,15,1,5,98
4981216,52418,5DMY02418,SA,BARK_I,GEN6,BIPS,15,1,5,98
4981215,52419,5DMY02419,SA,BARK_I,GE11,BIPS,15,1,5,98
4981219,52420,5DMY02420,SA,BARK_I,GEN2,BIPS,15,1,5,98
4981215,52421,5DMY02421,SA,BARK_I,GE11,BIPS,15,1,5,98
4981219,52422,5DMY02422,SA,BARK_I,GEN2,BIPS,15,1,5,98
4981216,52423,5DMY02423,SA,BARK_I,GEN6,BIPS,15,1,5,98
4981215,52424,5DMY02424,SA,BARK_I,GE11,BIPS,15,1,5,98
4981216,52425,5DMY02425,SA,BARK_I,GEN6,BIPS,15,1,5,98
4981219,52426,5DMY02426,SA,BARK_I,GEN2,BIPS,15,1,5,98
4986927,52485,5DMY02485,SA,MW_3,GEN,MWPS3 132KV,0.55,1,5,98
4984659,52487,5DMY02487,SA,MW_4,GEN1,MWPS4 132KV,3.3,1,5,98
4986915,52489,5DMY02489,SA,MW_1,GEN,MWPS1 132KV,0.6,1,5,98
4986926,52493,5DMY02493,SA,MW_2,GEN,MWPS2 132KV,0.6,1,5,98
4985272,52497,5DMY02497,SA,DAVENP,SC2,DAVENPORT 275KV,15,1,5,98
4985271,52498,5DMY02498,SA,DAVENP,SC1,DAVENPORT 275KV,15,1,5,98
4985367,52501,5DMY02501,SA,MA_2,GEN1,MANNUM-ADELAIDE 2,3.3,1,5,98
4985368,52502,5DMY02502,SA,MA_3,GEN1,MANNUM-ADELAIDE 3,3.3,1,5,98
4985522,52504,5DMY02504,SA,ADP,GEN1,ADP,11,4,5,98
4985522,52505,5DMY02505,SA,ADP,GEN1,ADP,11,4,5,98
4985738,52506,5DMY02506,SA,BOLIVAR,GEN3,BOLIVAR,11,4,5,98
4985738,52507,5DMY02507,SA,BOLIVAR,GEN3,BOLIVAR,11,4,5,98
4985738,52508,5DMY02508,SA,BOLIVAR,GEN3,BOLIVAR,11,4,5,98
4985738,52509,5DMY02509,SA,BOLIVAR,GEN3,BOLIVAR,11,4,5,98
4985738,52510,5DMY02510,SA,BOLIVAR,GEN3,BOLIVAR,11,4,5,98
4986542,52523,5DMY02523,SA,MBH_2,GEN,MURRAY BRIDGE-HAHNDORF 2,11,1,5,98
4986654,52524,5DMY02524,SA,R_TOWN,SC2,ROBERTSTOWN 275KV,15,1,5,98
4986737,52528,5DMY02528,SA,R_TOWN,SC1,ROBERTSTOWN 275KV,15,1,5,98
202261,52533,5DMY02533,SA,BERRI,BR66,BERRI 132KV,66,1,5,98
202261,52534,5DMY02534,SA,BERRI,BR66,BERRI 132KV,66,1,5,98
4985098,52535,5DMY02535,SA,BERRI,LLY0,BERRI 132KV,66,1,5,98
4985081,52536,5DMY02536,SA,BERRI,LGL0,BERRI 132KV,66,1,5,98
4985086,52537,5DMY02537,SA,BERRI,LRE0,BERRI 132KV,66,1,5,98
4985079,52538,5DMY02538,SA,BERRI,LLO0,BERRI 132KV,66,1,5,98
2839806,71388,7DMY01388,TAS,TODS_CNR,GEN1,TODS CORNER PS,6.6,1,7,98
3966534,72079,7DMY02079,TAS,MUSSELRO,2MNB,MUSSELROE 110KV,33,1,7,98
3966534,72080,7DMY02080,TAS,MUSSELRO,2MNB,MUSSELROE 110KV,33,1,7,98
3966534,72083,7DMY02083,TAS,MUSSELRO,2MNB,MUSSELROE 110KV,33,1,7,98
3966534,72084,7DMY02084,TAS,MUSSELRO,2MNB,MUSSELROE 110KV,33,1,7,98
3966572,72087,7DMY02087,TAS,MUSSELRO,1SC1,MUSSELROE 110KV,13.8,1,7,98
3966569,72088,7DMY02088,TAS,MUSSELRO,1SC2,MUSSELROE 110KV,13.8,1,7,98
3966534,72090,7DMY02090,TAS,MUSSELRO,2MNB,MUSSELROE 110KV,33,1,7,98
3966534,72091,7DMY02091,TAS,MUSSELRO,2MNB,MUSSELROE 110KV,33,1,7,98
4986769,100189,GUNDH001,NSW,GUNDH_SF,GTX,GUNNEDAH SOLAR FARM,33,1,2,98
4986775,100197,BGWF001,VIC,BGWF,3B33,BULGANA WF 33KV,33,1,3,98
4986777,100232,GUNDH002,NSW,GUNDH_SF,GEN,GUNNEDAH SOLAR FARM,0.62,1,2,98
4986858,100391,VBB001,VIC,VBB,220B,VICTORIA BIG BATTERY,220,4,3,98
204552,100483,2VALESP_330S,NSW,VALES_PT,5GN1,VALES POINT PS 330KV,330,1,2,98
4986859,100487,VBB002,VIC,VBB,BESS,VICTORIA BIG BATTERY,0.518,4,3,98
4986860,100527,VBB003,VIC,VBB,3TX1,VICTORIA BIG BATTERY,33,4,3,98
4986861,100539,ROB_T001,NSW,ROB_TEE,T93Z,9J2_TEE,132,1,2,98
4986862,100544,ROBER001,NSW,ROBERTSR,L93Z,ROBERTS RD HVC,132,1,2,98
4986160,100625,2DARLIN__33K,NSW,DARLP_SF,GTX3,DARLINGTON PT SOLAR FARM,33,4,2,98
4986864,100664,ROBER002,NSW,ROBERTSR,L9J1,ROBERTS RD HVC,132,1,2,98
4986869,100671,ROB_T002,NSW,ROB_TEE,T9J1,9J2_TEE,132,1,2,98
4986899,100689,T54_B001,QLD,T54_BG_H,11,BARRON GORGE PS 132KV,132,1,4,98
4985861,100824,4WESTER__33L,QLD,H104_WDS,2MN4,WESTERN DOWNS (HOPELAND) SOLAR FARM,33,1,4,98
4984476,100836,MW_3002,SA,MW_3,LD1,MWPS3 132KV,3.3,1,5,98
4984888,100904,MW_1002,SA,MW_1,LD1,MWPS1 132KV,3.3,1,5,98
4984913,101009,MW_2001,SA,MW_2,LD1,MWPS2 132KV,3.3,1,5,98
4986915,101064,MW_1003,SA,MW_1,GEN,MWPS1 132KV,0.6,1,5,98
4986916,101071,MW_1004,SA,MW_1,G22,MWPS1 132KV,22,1,5,98
200987,101264,3ROWVIL220AB,VIC,ROTS,LMT1,ROWVILLE 220KV,220,1,3,98
4986925,101304,MW_2002,SA,MW_2,G22,MWPS2 132KV,22,1,5,98
4986926,101318,MW_2003,SA,MW_2,GEN,MWPS2 132KV,0.6,1,5,98
4986927,101337,MW_3003,SA,MW_3,GEN,MWPS3 132KV,0.55,1,5,98
4984063,101412,5DAVENP275AD,SA,DAVENP,LMGS,DAVENPORT 275KV,275,1,5,98
4986959,101500,SUNTP001,NSW,SUNTP_SF,GTX,SUNTOP SOLAR FARM,33,1,2,98
4986967,101502,SUNTP002,NSW,SUNTP_SF,GEN,SUNTOP SOLAR FARM,0.62,1,2,98
4981711,101951,5NBROWN__33Z,SA,NO_B_H,ZC9,NTH BROWN HILL WF,33,1,5,98
4986643,102258,2SYDNYS_330N,NSW,SYD_STH,412R,SYDNEY SOUTH 330KV,330,1,2,98
206515,102269,4GLADSN_275L,QLD,H7_GLAD,21,GLADSTONE 275KV,275,4,4,98
3799307,102283,2GUILDF__33L,NSW,GLDFORD,2LD0,GUILDFORD SS,33,4,2,98
4984541,102293,4_WOREE_275Q,QLD,H39_WORE,8966,WOREE 275KV,275,1,4,98
4985098,102936,5_BERRI__66K,SA,BERRI,LLY0,BERRI 132KV,66,1,5,98
4985271,102972,5DAVENP275AB,SA,DAVENP,SC1,DAVENPORT 275KV,15,1,5,98
4985272,102986,5DAVENP275AC,SA,DAVENP,SC2,DAVENPORT 275KV,15,1,5,98
4975251,105563,3RICHMD__66N,VIC,RTS,3MN1,RICHMOND 220KV,66,1,3,98
4969629,209446,2BOGABR_132G,NSW,BOGBRI_E,L9UJ,BOGABRI EAST 132KV,132,1,2,98
4971463,210044,2ALBURY_132E,NSW,ALBURY,4MN3,ALBURY 132KV,132,1,2,98
4973470,210046,2ALBURY_132G,NSW,ALBURY,Z99G,ALBURY 132KV,132,1,2,98
4974247,210240,2ALXNDR_132A,NSW,ALXANDRI,42,ALEXANDRIA,132,1,2,98
284833,210430,2ALSTON__66A,NSW,ALSTONVL,3B2,ALSTONVILLE 66KV  (NORTHPOWER),66,1,2,98
205086,210840,2__ANM__132A,NSW,ANM,4,ANM 132KV,132,1,2,98
3970865,211242,2ARGENT_132C,NSW,ARGENTON,T961,ARGENTON  132KV,132,1,2,98
3970864,211243,2ARGENT_132D,NSW,ARGENTON,T960,ARGENTON  132KV,132,1,2,98
3970863,211244,2ARGENT_132E,NSW,ARGENTON,43,ARGENTON  132KV,132,1,2,98
4978701,211620,2ARMIDL__13A,NSW,ARMIDALE,SVC,ARMIDALE 330KV,13.6,1,2,98
2430176,211630,2ARMIDL__66A,NSW,ARMIDALE,3L33,ARMIDALE 330KV,66,1,2,98
537971,211640,2ARMIDL_132A,NSW,ARMIDALE,4B5,ARMIDALE 330KV,132,1,2,98
537968,211641,2ARMIDL_132B,NSW,ARMIDALE,L965,ARMIDALE 330KV,132,1,2,98
204300,211690,2ARMIDL_330A,NSW,ARMIDALE,512,ARMIDALE 330KV,330,1,2,98
537951,211691,2ARMIDL_330B,NSW,ARMIDALE,LN8E,ARMIDALE 330KV,330,1,2,98
537952,211692,2ARMIDL_330C,NSW,ARMIDALE,LN8C,ARMIDALE 330KV,330,1,2,98
3922851,211693,2ARMIDL_330D,NSW,ARMIDALE,LN87,ARMIDALE 330KV,330,1,2,98
537953,211694,2ARMIDL_330E,NSW,ARMIDALE,5SV1,ARMIDALE 330KV,330,1,2,98
3967256,211840,2ARNTEE_132A,NSW,ARNDLT,220A,ARN PARK  220 TEE,132,1,2,98
3260472,212040,2ARNDEL_132A,NSW,ARN_PARK,L239,ARNDELL PARK  132KV,132,1,2,98
3970385,212041,2ARNDEL_132B,NSW,ABBTSBRY,4B1,ABBOTSBURY 132,132,1,2,98
3260473,212042,2ARNDEL_132C,NSW,ARN_PARK,L220,ARNDELL PARK  132KV,132,1,2,98
3970388,212045,2ARNDEL_132F,NSW,ABBTSBRY,L93U,ABBOTSBURY 132,132,1,2,98
204580,212490,2_AVON__330A,NSW,AVON,5,AVON 330KV,330,1,2,98
3924002,212843,2_AWABA_132D,NSW,AWABA,4A1,AWABA 132KV SUBSTATION,132,1,2,98
3966779,213239,2BALINA__66J,NSW,BALLINA,3B2,BALLINA  66KV (NORTHPOWER),66,1,2,98
3966406,213241,2BALINA_132B,NSW,BALLINA,4MN2,BALLINA  66KV (NORTHPOWER),132,1,2,98
758846,213620,2BALRAN__22A,NSW,BALRANLD,2,BALRANALD 220/22KV SUBSTATION,22,1,2,98
758845,213680,2BALRAN_220A,NSW,BALRANLD,7,BALRANALD 220/22KV SUBSTATION,220,1,2,98
4984866,213701,2_BANGO__WF1,NSW,BANGOWF,GEN1,BANGO WF,6,1,2,98
4986651,213702,2_BANGO__WF2,NSW,BANGOWF,GEN2,BANGO WF,6,4,2,98
4984319,213730,2_BANGO__33D,NSW,BANGOWF,2A,BANGO WF,33,1,2,98
4984318,213731,2_BANGO__33C,NSW,BANGOWF,2C,BANGO WF,33,1,2,98
4984878,213732,2_BANGO__33H,NSW,BANGOWF,GTX1,BANGO WF,33,1,2,98
4986646,213737,2_BANGO__33G,NSW,BANGOWF,GTX2,BANGO WF,33,4,2,98
4984232,213740,2_BANGO_132A,NSW,BANGOWF,L999,BANGO WF,132,1,2,98
4984223,213745,2_BANGO_132F,NSW,BANGOWF,L973,BANGO WF,132,1,2,98
3970475,213840,2BNKTWN_132A,NSW,BANSTWN,4M1,BANKSTOWN 132,132,1,2,98
3970479,213841,2BNKTWN_132B,NSW,BANSTWN,L294,BANKSTOWN 132,132,1,2,98
3970477,213842,2BNKTWN_132C,NSW,BANSTWN,L293,BANKSTOWN 132,132,1,2,98
3928694,214030,2BANABY__33A,NSW,BANNABY,2XF2,BANNABY 500/330KV,33,1,2,98
3928695,214031,2BANABY__33B,NSW,BANNABY,2XF1,BANNABY 500/330KV,33,1,2,98
3928619,214090,2BANABY_500A,NSW,BANNABY,6B,BANNABY 500/330KV,500,1,2,98
3928692,214091,2BANABY_330A,NSW,BANNABY,5A,BANNABY 500/330KV,330,1,2,98
3926484,214433,2BANORA__66D,NSW,BANORA_P,33,BANORA-POINT  66KV,66,1,2,98
3924609,214841,2BAULKH_132B,NSW,BAUKHILL,L212,BAULKHAM HILLS  132KV,132,1,2,98
3929299,214846,2BAULKH_132G,NSW,BAUKHILL,4,BAULKHAM HILLS  132KV,132,1,2,98
3965214,215044,2BECONS_132E,NSW,BFIELD_S,4MC2,BEACONSFIELD SOUTH 132KV,132,1,2,98
4973823,215092,2BECONS_330C,NSW,BFIELD_S,LN41,BEACONSFIELD SOUTH 132KV,330,1,2,98
204341,215201,2BAYSWT___G1,NSW,BAYSWATR,GEN1,BAYSWATER PS 330KV,23,1,2,98
204342,215202,2BAYSWT___G2,NSW,BAYSWATR,GEN2,BAYSWATER PS 330KV,23,1,2,98
204343,215203,2BAYSWT___G3,NSW,BAYSWATR,GEN3,BAYSWATER PS 330KV,23,2,2,98
204344,215204,2BAYSWT___G4,NSW,BAYSWATR,GEN4,BAYSWATER PS 330KV,23,2,2,98
3924073,215230,2BAYSWT__33A,NSW,BAYSWATR,L736,BAYSWATER PS 330KV,33,1,2,98
3927210,215231,2BAYSWT__33B,NSW,BAYSWATR,2XT2,BAYSWATER PS 330KV,33,1,2,98
3927212,215232,2BAYSWT__33C,NSW,BAYSWATR,2XT1,BAYSWATER PS 330KV,33,1,2,98
3927232,215290,2BAYSWT_500A,NSW,BAYSWATR,6GN,BAYSWATER PS 330KV,500,1,2,98
3927247,215291,2BAYSWT_330A,NSW,BAYSWATR,5GN,BAYSWATER PS 330KV,330,1,2,98
3927249,215292,2BAYSWT_330B,NSW,BAYSWATR,5XF4,BAYSWATER PS 330KV,330,4,2,98
3965919,215441,2BECONN_132B,NSW,BFIELD_N,4ME2,BEACONSFIELD NORTH 132KV,132,1,2,98
4973822,215492,2BECONN_330C,NSW,BFIELD_N,T5,BEACONSFIELD NORTH 132KV,330,1,2,98
3971494,215830,2_BEGA___66A,NSW,BEGA,31,BEGA 132KV,66,1,2,98
3971487,215840,2_BEGA__132A,NSW,BEGA,41,BEGA 132KV,132,1,2,98
3931924,216040,2BELCON_132A,NSW,ACTBEL,41,BELCONNEN 132KV,132,1,2,98
3971257,216243,2BELMOR_132D,NSW,BELMRPK,46,BELMORE PARK 132,132,1,2,98
4969022,216244,2BELMOR_132E,NSW,BELMRPK,4XF5,BELMORE PARK 132,132,4,2,98
4969018,216245,2BELMOR_132F,NSW,BELMRPK,L929,BELMORE PARK 132,132,1,2,98
3929300,216446,2BELAVI_132G,NSW,BELLA_V,4F,BELLA VISTA,132,1,2,98
854051,216801,2BENDLA___G1,NSW,BENDEELA,1,BENDEELA PS,16,2,2,98
854050,216890,2BENDLA_330A,NSW,BENDEELA,LN19,BENDEELA PS,330,1,2,98
4970448,217230,2BERSFD__33A,NSW,BERESFLD,2MN1,BERESFLD 132KV,33,1,2,98
3969390,217241,2BERSFD_132B,NSW,BERESFLD,4MN3,BERESFLD 132KV,132,1,2,98
2543442,217630,2_BERYL__66A,NSW,BERYL,33,BERYL 132KV,66,1,2,98
2543438,217640,2_BERYL_132A,NSW,BERYL,43,BERYL 132KV,132,1,2,98
4980583,217801,2BERYLS__SF1,NSW,BERYL_SF,GEN,BERYL SOLAR FARM,0.63,4,2,98
4980587,217830,2BERYLS__66A,NSW,BERYL_SF,L86P,BERYL SOLAR FARM,66,1,2,98
4980588,217832,2BERYLS__33B,NSW,BERYL_SF,GTX,BERYL SOLAR FARM,33,4,2,98
4980591,217833,2BERYLS__33C,NSW,BERYL_SF,21,BERYL SOLAR FARM,33,1,2,98
3967613,218042,2GWAWLY_132C,NSW,GWALEBAY,4MN1,GWAWLEYBAY 132KV,132,1,2,98
3967223,218140,2__BHP__132A,NSW,BHP,L23F,BHP  132KV,132,1,2,98
3971164,218143,2__BHP__132D,NSW,BHP,4B,BHP  132KV,132,1,2,98
4982956,218301,2_BOMEN__SF1,NSW,BOMEN_SF,GEN,BOMEN SF,0.6,2,2,98
4982973,218330,2_BOMEN__33A,NSW,BOMEN_SF,21,BOMEN SF,33,1,2,98
4982975,218331,2_BOMEN__33B,NSW,BOMEN_SF,GTX,BOMEN SF,33,1,2,98
4982965,218340,2_BOMEN_132A,NSW,BOMEN_SF,L9RH,BOMEN SF,132,1,2,98
3929330,218448,2BLAKTN_132I,NSW,BLACKTWN,4,BLACKTOWN 132KV,132,1,2,98
4975579,218501,2BODANG___W1,NSW,BODANGWF,GEN,BODANGORA WF,6,2,2,98
4975575,218530,2BODANG__33A,NSW,BODANGWF,21,BODANGORA WF,33,1,2,98
4975585,218531,2BODANG__33B,NSW,BODANGWF,2XF1,BODANGORA WF,33,1,2,98
4975624,218540,2BODANG_132A,NSW,BODANGWF,L94B,BODANGORA WF,132,1,2,98
4969571,218640,2BGNBRY_132A,NSW,BOGBRI_N,4AB,BOGBRI_N,132,1,2,98
204283,218801,2BLOWRG___G1,NSW,BLOWERG,1XF1,BLOWERING PS 132KV,11,4,2,98
204281,218840,2BLOWRG_132A,NSW,BLOWERG,L97B,BLOWERING PS 132KV,132,1,2,98
4975744,219101,2BOCO_R__W1,NSW,BOCOROCK,GEN1,BOCO ROCK WF,0.69,2,2,98
4975747,219102,2BOCO_R__W2,NSW,BOCOROCK,GEN2,BOCO ROCK WF,0.69,2,2,98
3971361,219130,2BOCO_R__33A,NSW,BOCOROCK,2MN1,BOCO ROCK WF,33,1,2,98
4975740,219135,2BOCO_R__33F,NSW,BOCOROCK,GTX2,BOCO ROCK WF,33,1,2,98
