,Filenumber (FileNum),Inverter name (PCU_Name),type of SC inverter (InvPwrVolTyp_),Country set (GriCod_),Enable file logging (Log2File),FastStart (time in ms until FastStart is finished) (FastStart),Output to DPS (DPS_Spt),Input from DPS (DPS_Fb),DEBUG_PCU signals (DEBUG_PCU),MEAS_PCU signals (MEAS_PCU)
1146997769,57,PCU2,82177,9,0,1500,DPS2_Spt,DPS2_Fb,DEBUG_PCU2,MEAS_PCU2
