"HD in %","Network Resistance in Ohm","Network Reactance in Ohm","Network Impedance, Magnitude in Ohm","Network Impedance, Angle in deg","Current, Magnitude/Terminal i in A"
100.014775,16.488377,29.432394,33.736218,60.741932,290.169691
0.388875,14.090216,51.447230,53.341838,74.683582,2.503560
0.196636,18.072597,72.596404,74.812142,76.020599,0.886506
0.258122,105.449336,-55.529817,119.176856,-27.771375,1.015165
0.708475,71.809184,53.774908,89.712316,36.828011,2.251581
0.108005,130.724057,94.397585,161.244173,35.833553,0.295633
0.508183,217.928374,192.585766,290.829939,41.467396,1.223086
0.201435,126.876044,156.584600,201.534780,50.983135,0.652797
0.129683,116.228513,-3.797105,116.290521,-1.871148,0.211986
0.285999,316.842194,330.301759,457.698840,46.191489,0.538211
0.575050,553.135795,152.075476,573.660316,15.372701,0.932323
0.130635,423.825598,312.122384,526.353987,36.369440,0.163374
0.573749,522.148248,150.922140,543.522111,16.121451,0.899006
0.267893,365.785828,116.041562,383.751112,17.601062,0.686416
0.269456,312.320818,145.384729,344.501108,24.961886,0.600444
0.435701,199.649598,246.181565,316.962655,50.958460,1.811277
0.537827,73.938151,46.772553,87.490125,32.317046,3.697239
0.124543,109.041111,37.176241,115.204327,18.826186,0.588141
0.485748,145.499835,63.468963,158.740389,23.567470,1.276045
0.166143,295.885506,24.342190,296.885121,4.703072,0.379180
0.109692,59.541263,-74.922070,95.699940,-51.525509,0.184946
0.128846,253.070162,15.123091,253.521626,3.419842,0.187291
0.442077,113.539172,-14.388668,114.447269,-7.222517,0.433623
0.115957,123.200303,51.658828,133.592474,22.748676,0.100324
0.392606,152.159105,88.312790,175.930504,30.130780,0.307381
0.124805,290.397047,161.567609,332.316923,29.090161,0.118875
0.115244,562.580452,-79.147010,568.120598,-8.008138,0.083237
0.242769,1579.721282,21.892362,1579.872971,0.793975,0.156768
0.464650,502.705627,-469.900641,688.127575,-43.068206,0.299166
0.134796,367.068609,-185.473730,411.266177,-26.806719,0.104965
0.364073,112.288557,-116.123079,161.534175,-45.961778,0.315688
0.145388,164.384457,106.965700,196.122183,33.052233,0.263305
0.111421,204.339319,86.466027,221.880444,22.935615,0.091020
0.158501,97.388448,296.375673,311.966423,71.809581,0.215978
0.397157,400.460832,721.516778,825.200181,60.968571,0.197137
0.164084,1479.101811,494.913245,1559.705513,18.500442,0.052592
0.436614,1273.552223,291.190678,1306.417726,12.878979,0.178101
0.215450,780.256045,295.607151,834.375864,20.749652,0.173965
0.136726,1036.609904,234.788602,1062.866775,12.761973,0.061438
0.255777,727.736400,619.167121,955.493690,40.391547,0.237940
0.400419,1046.528953,-95.143669,1050.844977,-5.194683,0.257430
0.136839,655.437290,166.794230,676.327107,14.277454,0.103308
0.423512,1148.157532,-224.273900,1169.856615,-11.052629,0.306545
0.163386,182.168799,-356.779726,400.596111,-62.951517,0.259197
0.112374,159.718951,11.684721,160.145796,4.184191,0.174369
0.215921,239.964773,228.147027,331.110493,43.553843,0.552013
0.460009,580.958298,-324.154129,665.273210,-29.159968,0.572366
0.191361,406.822195,-46.370373,409.456359,-6.502619,0.401345
0.377266,315.450123,-60.679299,321.233183,-10.888297,0.733997
0.458559,281.255499,-263.138467,385.157771,-43.093942,1.165423
